p_PerfTitleClean,e_EventId
Grand Selection 0 Of Music From The Works Of handel boyce arne And purcell,1
A Mornings Frolick,1
Grand Selection 0 Of Scared Music From The Works Of handel,1
A Modern Operatical Sentimental Crying Tragedy calld Purity sic in Pattens,1
A Modern Midnight Conversation,1
A Mirror for the Ladies,1
A Mimick Entertainment in Imitation of Mademoiselle and her Dancing Dogs viz,1
A Midsummer Nights Dream,1
A Melocosmiotes,1
Grand Selection 3 Entirely selected from The Messiah,1
A Medley Concert Or An Impromptu Of Whim And Novelty,1
A Much Admired Scene from Harlequins Invasion,1
Harlequins Invasion or A ChristmasGambol,1
Harlequins Invasion with Additions and Alterations,1
A Adventure In St,1
I A New Serious Divertissement Fierville Mlle Baccelli II Ballet Pastoral as17760120 End Opera Pigmalion Amoureuse de La Statue as17760120,1
I A New Tambourine Dance Master Blurton apprentice to Fishar eleven years old 1st appearance any stage End I Rural Love as17661120 II A Serious Dance Miss Capon Apprentice to Fishar sixteen years old 1st appearance any stage III A New Pantomime Ballet Mas,1
I An Overture  A favourite Song from Pharnaces Swift Wingd Vengeance Nerve my Arm A,1
I As17741108 II Silvie as17741203 III New Ballet as17741203,1
I As17741217 I an Entree Simonin Cadet Being his 1st Appearance,1
I Ballad Desse Miss Oates III Tambourine Mlle Villeneuve not lately arrived from Paris,1
I Ballet  with Grand Chaconne Mlle Baccelli II Silvie as17741203 End Opera La Bal Masquer as17741213,1
I Ballet Chaconne Mlle Baccelli II Silvie S,1
 Musical Medley called The Topers or The Sons of Bacchus,1
I By Particular Desire La Matelote M,1
 Medea and Jason,1
I Comic Dance J,1
I Comic Dance as17501231 IV La Minuet a Quatre Roger G,1
I Concerto Mlle Mechel II Minuet French Rigadoon Mechel the Father who never appeared in any theatre in England Mlle Mechel the Daughter Minuet Mechel the Son Miss Polly Woffington the first time of her appearing on the stage IV The Metamorphoses of the Windmills Mechel Mlle Mechel Miss Woffington Master Ferg a little French Boy lately come from France,1
 Harlequin Triumphant,1
I Country Dance incident to the mainpiece  This was danced in both performances,1
I Dance of Spirits Miss Armstrong III Dance of Fantastic Spirits  These were danced as here assigned in all subsequent performances,1
I Dance of Spirits Miss Armstrong III Dance of Fantastic Spirits  These were danced as here assigned in both subsequent performances,1
I Diane et Endymion Endymion Fierville Diane Mlle Baccelli Une Bergere Mlle Sophie II La Fete du Village as17760224,1
I Diane et Endymion as17760312 End II Minuet a la Cour the two Vallouys,1
I Diane et Endymion as17760312 II La Fete du Village as17760224,1
I Diane et Endymion as17760312 II Les Deux Soeurs as17760203,1
I Divertissement Fierville Mlle Bacelli II Ballet Pastoral as17760120 End Opera Pigmalion Amoureuse de La Statue as17760120,1
I A New Scotch Dance as17650429 II A New Hornpipe Miss Snow in character of a sailor 1st appearance on any stage End The Jealous Woodcutter as17641101,1
I Drunken Peasant Philips III Scots Dance as17371110,1
I A New Pantomime Dance calld The Venetian Gardner Mas,1
I A New Ode calld A Briton the Son of a Briton  set to music by Bates,1
 New Grand EntertainmentThe Chinese Festival,1
Hunter Or The Beggars Wedding,1
Huntington Divertisement Or An Enterlude For The Generall Entertainment At The County feast,1
 New Grand Dance calld The Turkish Pirate or a descent on the Grecian Coast Salomon Mlle Violette Sig Padouana M,1
Hurlothrumbo Or News From Terra Australis Incognita,1
Hurlothrumbo Or News From Terra Australis Incognita With The Whimsical Flights Of My Lord Flame,1
 New Grand Comic Dance Never Performd Before calld The Amorous Knife Grinders,1
Hurly Burly and see17851226,1
Hurly Burly or Chiswick Fair,1
 New Dance never performd before calld Les Satires Puny,1
Hymen,1
 New Comic Entertainment of Dancing calldThe Prussian Camp,1
Hymens Triumph or Trick Upon Trick,1
I A Dancing Academy,1
I A Double Hornpipe Mas,1
I A Minuet Aldridge Miss Twist II The Old Ground Young as17720928 Epilogue,1
I A Minuet Duquesney Miss Macklin IV Hornpipe Miss Twist End The Knife Grinders as17631012,1
I A New Comic Dance as17671021 II A Grand Ballet The Garland Fishar Mrs Bulkley,1
I A New Comic Dance calld The Cumberland Cornthrashers Mas,1
I A New Dance Langrish Miss Besford as17730426 III A Highland Reel Aldridge Sga Manesiere Miss Besford see17680307,1
I A New Dance as17360322 II Russian Sailor by Denoyer and others,1
I A New Dance calld The Hunters Mas,1
I A New Double Hornpipe Harris Miss Besford II The Pilgrim as17740416 End Opera The Recruits as17740217 but Miss  Twist Miss Besford,1
I A New Pantomime Dance calld The Florist Mas,1
 Harlequin Restord or Burgomaster Trickd,1
 Harlequin Restord,1
 HHarlots Progress,1
I La Folette scest ravisee by Nivelon and Miss Mann,1
I La Follette scest Ravisee by Nivelon and Miss Mann,1
I La Follette scest ravisee by Nivelon and Miss Mann,1
I Le Masquerade,1
I Le Retour des Matelotes as17760319 II Ballet Pastoral as17760328,1
I Le Retour des Matelotes as17760319 II Diane et Endymion as17760312,1
I Le Retour des Matelotes as17760319 II La Fete du Village as17760224,1
I Le Triomphe,1
I Le Triomphe DEuthime sur Le Genie de Liba,1
I Les Chasseurs and les Bergeres as17610623 II A Hornpipe Miss Twist To conclude by particular desire of several persons of quality with a Minuet Gaudry Miss Twist,1
I Les Deux Soeurs as17760203 II Ballet Pastoral S,1
I Les Deux Soeurs as17760203 II Ballet Pastoral as17760120 End Opera Pigmalion Amoureuse de La Statue as17751031,1
I Les Deux Soeurs as17760203 II Ballet Pastoral as17760120 End of Opera A Divertissement Mlle Baccelli Mlle Sophie,1
I Les Deux Soeurs as17760203 II Ballet Pastoral as17760120 End of Opera La Generosite de Scipion N,1
I Les Deux Soeurs as17760203 II La Fete du Village Vallouy Mme Vallouy Helm Mlle Sophie Sga Tinti End Opera Pigmalion Amoureuse de La Statue as17751031,1
I Les Deux Soeurs as17760203 II La Fete du Village as17760312,1
I Les Deux Soeurs as17760203 II Le Fete du Village as17760224,1
I Les Deux SoeursRivales Helm Mlle Sophie Mlle Tinti II Ballet Pastoral as17760120 End Opera Grand Chaconne Mlle Baccelli,1
I Les Evenemens Imprevues as17760109 II Ballet Pastoral S,1
I Les Evenemens Imprevues as17760120 Ballet Pastoral as17760120 La Generosite de Scipion ,1
I Les Satires Puny,1
I Lesson on the Harpsichord by Miss Baston,1
I Minuet Fishar Miss Besford IV Fingalian Dance as17720424,1
I La Fete du Village as17760224 II New Serious Ballet with Chaconne and Minuet de la Cour Vallouy Mme Vallouy End Opera New Grand Comic Ballet Les Maissoneurs Distresse Helm Mlle Sophie Sga Tinti Vallouy Mrs Vallouy,1
I La Fete du Village as17760224 II Diane et Endymion as17760312 End Opera Ballet  with a Chaconne  and a Minuet de la Cour the two Vallouys,1
I LIsle Desert,1
I Judgment of Paris,1
 Grand Selection 3,1
I Dutch Boor by Sandham and Miss Wherrit,1
 Grand Concert of Water Musick by Mr Randal Handel,1
I Dutchman and his Frow by Phillips and Miss Brett,1
 Grand Comic Ballet calldThe Hungarian Gambols  or a Provincial Rendevous,1
 Grand Comic Ballet calld The Hungarian Gambols or a Provincial Rendezvous,1
I English Maggot by S,1
I English Maggot by Villeneuve and Mrs Walter,1
 Blue Beard,1
I Flanderkins Master Ferg Miss Wright III Drunken Peasant Phillips V Scots Dance as17371110,1
 Between play and FarceFor this night only A Dish of All Sorts Shuter,1
 New Pantomime Ballet calld The Feast of Bacchus,1
 Bantry Bay,1
I Grand Ballet Pirhame et Thisbe Simonin Vallouis Mad,1
 Acis and Galatea 2,1
I Grand Ballet with Chaconne Fierville Mlle Baccelli II Ballet Pastoral as17760328 End Opera Diane et Endymion as17760312,1
I Harlequin Denoyers Apprentice V Dutchman and Frow Philips Miss Brett,1
I Harlequin Master Mathews Scholar to Davenport,1
I Harlequin by Maker,1
I Henry Iv,1
I Henry Iv With The Humours Of Sir John Falstaff,1
I Hey Ho Whos Above,1
I Hornpipe John Granier II Country Wake Mr Miles Mrs Miles III Dutch Dance Jo,1
I Irish Trot by Young Master Oates,1
I Grand Ballet Mlle Roland the Elder II Serious Dance Master Charles Poitier a Child of Five Years Old the first time of his appearing on the Stage,1
Huniades,1
Humphrey Duke Of Gloucester,1
 Perseus and Andromeda,1
1 The Lying Valet,1
1 The Lottery,1
1 The Anatomist,1
1 Henry Iv With Humours Of Sir John Falstaff,1
1,1
 new Dance never performed before Le Matelot Maranesi Sga Bugiani  Les Sabotiers Maranesi Sga Bugiani being the first time of its being performed this season,1
He Bankrupt,1
 new Comic Ballad The Difference of Nations or The Dancing Europeans,1
He Busy Body,1
He Conscious Lovers,1
He Constant Couple Or A Trip To The Jubilee,1
He Country Lasses,1
He Double Dealer,1
He Good natured Man,1
He Indian Emperour,1
He Indian Empress,1
He Intriguing Captains Or The Lovers Contrivances,1
He Jovial Crew,1
 Too Civil by Half,1
He Northern Heroes Or The Bloody Contest Between Charles The Twelfth King Of Sweden And Peter The Great Czar Of Muscovy,1
He Whimsical Battle Of The Greybeards,1
He Whimsical Battle Of The Greybeards Or The Humourous History Of A Covent Garden Adventure Containing The Ridiculous Behaviour Of shela Oflannegan The First Irish Woman Introduced At Any Fair The Odd Resentment Of col,1
 Tom Thumb,1
Harlots Process,1
Harlequins Treasure or Jewels New Set,1
1 The Virgin Unmasked,1
1749 8 24 bf IInterlude The Jovial Jack Tars or All Well Matchd,1
A  Trip to Scotland,1
A  Quarter of an Hour before Dinner,1
7 Love For Love,1
Harlequins Maggot,1
Harlequins Medley,1
2nd piece to conclude with a Grand Antigallican Processionin Honour of St,1
2 The Royal Chace,1
2 The Rape of Proserpine,1
2 The Lottery,1
Harlequins Museum and see17921220,1
2 The Devil to Pay,1
He Would if He Could or An Old Fool Worse than Any,1
Harlequins Museum or Mother Shipton Triumphant,1
2 Pyramus and Thisbe,1
2 Orpheus and Eurydice,1
2  The Royal Chace,1
Harlequins Treasure 0 or Jewels New Set,1
1st piece to conclude with The Savoyard Byrn Holland Mlle St,1
1st piece conclude with Grand Dance as17890219,1
1773 5 8 End of Play Interlude,1
1773 5 13 The Recruiting Serjeant,1
1773 5 11 True Blue,1
1773 5 11 After the Play True Blue or The Press Gang,1
1773 5 10Before the Play Seventeenth Time New Occasional Prelude,1
2 RRural Assembly,1
Frolicksome Lasses or Harlequin Fortune Teller,1
 The Wrangling Deities or Venus Upon Earth,1
 The Wedding,1
Heroic Love Or The Cruel Separation,1
 The Englishman in Paris,1
Hide And Seek,1
 The Dragon of Wantley,1
 The Devil to Pay,1
 Tea,1
 TThe Virgin Unmasked,1
Hob in the Well or The Country Wake,1
 TThe Jovial Crew,1
Hobor The Country Wake,1
Hobs Opera,1
Honorius,1
Hooly And Fairly,1
Hooly and Fairly,1
Hooly and Fairly or The Highland Lad and Lowland Lass,1
Horace,1
Hornpipe Dance on Skates as17710312 an Allemande as17710312,1
Hornpipe on Skates as17710312,1
 Richard Coeur de Lion,1
Humours Of Covent Garden Or The Covent Garden Tragedy,1
 QQueen Mab,1
 Phebe,1
Humours of Purgatory,1
 The Fall of Phaeton,1
Here and there and Every Where,1
 The Flitch of Bacon,1
 The Genius of Nonsense,1
 The Volunteers or The Adventures of Roderick Random and His Friend Strap,1
Henry Iv With The Humours Of Sir John Falstaff,1
Henry Ivpart I,1
Henry The Fifth,1
Henry The Fourth,1
Henry The Fourth Part Ii,1
Henry The Fourth With The Humours Of Sir John Falstaff,1
Henry The Fourth With The Humours Of Sir John Falstaffe,1
Henry The Fourth With The Humours Of sir John Falstaff,1
Henry The Fourthe Part I,1
 The Triumph of Mirth,1
Heigho for a Husband,1
Henry The Second King Of England With The Death Of Rosamond,1
Henry The Sixth The First Part With The Murder Of Humphrey Duke Of Glocester,1
Henry The Third Of France Stabbd By A Fryer With The Fall Of The Duke Of Guise,1
Henry The Viiith,1
 The Royal Chace or Harlequin Skeleton,1
Henry Vii Or The Popish Imposter,1
 The Royal Chace,1
Henry Viii With Coronation,1
 The Rape of Proserpine,1
Henry and Emma or The Nut Brown Maid,1
Heraclius,1
 The Merry Counterfeit or Viscount a la Mode,1
 The Tavern Bilkers,1
Friendship In Fashion revivd,1
Cambyses King Of Persia,1
Alceste Or Il Tronfo Dell Amor Conjugale,1
Erminia,1
Alessandro E Timoteo alexanders Feast From dryden,1
Alcibiades,1
AEsop,1
Fortunes Frolic,1
ALEXANDER THE GREAT,1
Aetius,1
Erter,1
ALL THE WORLDS A STAGE,1
Fortune Tellers,1
Fortunatus  As17551031,1
ANIMA L M AGNETISM,1
Alchemist,1
Acis And Galatea 0,1
ANIMAL MAGNETISM,1
Forecastle Fun or Saturday Night at Sea,1
Acis And Galatea With Drydens ode Alexanders Feast And The Coronation Anthems,1
Esop,1
Forecastle Fun,1
After Dancing a Selection of Poetry and Music descriptive of a day,1
Flora or The Country Wake,1
For Performances At dl And cg 16 And 18 September See Season Of 1769  1770 P,1
Esther Judas Maccabaeus,1
First Entertainment Overture in Scipio  Solitudini Amate Le mor che per te Sento Mrs Robinson Ti con solo Clarke Mi Volgo Si Caro Mrs Robinson When Myra Sings Clarke Mrs Robinson Second Entertainment Overture in Tamerlane  Padre Amanta Alla Fama Mrs Robinson Solo on German Flute Wiedeman La Tigrearde Disdegno  Un Lampoe  Cease to Beauty Clarke Vedeste Mai Sulprato Seacciata del suo nido Mrs Robinson A Teneri Assetti Duetto Mrs Robinson Third Entertainment Solo Jones Ah,1
ANNETTE AND LUBIN,1
AAmorous Clowns or the Courtezan,1
AAmorous Clowns,1
Acis and Galatea Messiah,1
After the monologue My Mother had a Maid called Barbara words by Shakespeare music by Shield Incledon Bowden Townsend Linton Mrs Clendining The Minstrels Song Where is that towring spirit fled,1
Everyone Has His Fault,1
Aesop Part Ii,1
Everyman In His Humour,1
Flute Baptiste Violin Claudio Sonata in three Parts by C,1
Fotunatus,1
A newHornpipe dance on Skates with new Cloaths and a new Scene for the dance,1
Epicaene Or The Silent Woman,1
Flavius,1
First Course a substantial Dish from Henry IV,1
FORTUNATUS,1
Fair American,1
After Singing The Scotch Ghost,1
Alexander Balus Judas Maccabeus,1
Floridante,1
Aethiopian Concert,1
Epilogue,1
First Course an Operatic Dish The Dead Alive,1
First Entertainment 1,1
Fortunes Wheel,1
Alexander,1
Erginda Regina Di Livadia,1
Alessandro Severo,1
False Concord,1
Florizel And Perdita Or The Winters Tale,1
Esther See deutsch Handel P,1
Acis And Galetea And Drydens Ode,1
Abramule Or Love And Empire,1
Afterpiece conclude with a Grand Dance,1
Afterpiece to be concluded as17841027 ,1
Fair Quaker Of Deal Orthe Humours Of The Navy,1
Agreeable Surprise,1
Euristeo,1
Fondlewife and Laetitia,1
Abra Mule Or love And Empire,1
Europes Revels For The Peace,1
Afterpiece to conclude as17851123 ,1
Every Man In His Humor,1
Florizel and Perdita or The Sheep Shearing,1
Following Imitations The Scotch Ghost,1
Eurydice Hissd,1
Afterpiece to conclude with a Grand Dance,1
Agnes de Chall1ot,1
Eurydice Hissd or A Word to the Wise,1
Eurydice or The Devil Henpeckd,1
Aglaura,1
Agnes De Castro,1
After Interlude Concerto on Violin Barthelemon,1
Agmunda Huniades,1
Every Man Out His Humour,1
After III Le Masquerade,1
Aladin or The Wonderful Lamp,1
Eudora,1
Footes Tea,1
Etearco,1
ATrip to Scotland,1
Abdelazar Or The Moors Revenge,1
Every Woman in Her Humour,1
Fontainebleau,1
First Faults,1
After Singing A Pantomimic Interlude in which the Dying and Skeleton Scene with the Escape of Harlequin through a Hogshead of Fire,1
After Rural Assembly,1
Every One has His Fault,1
First Violin Concerto,1
After Overture Le Minuet a la Cour the two Vallouys End I Diane et Endymion as17760312 End Opera La Fete du Village as17760224,1
After Imitations an Interlude calld Piety in Pattens,1
Ethelinda Or The Royal Convert,1
Abdelazer Or The Moors Revenge,1
Albion And Albanius,1
Abimelech,1
Fairy Prince,1
Fair Rosamond Representing Her Amours With King Henry And Her Being Poisoned By Queen Eleanor In Woodstock Bower,1
Albert and Adelaide or The Victim of Constancy,1
After which the Stage being decorated and illuminated in the same Superb Stile which it was for the Reception of his Majesty on Dec,1
Afterpiece To conclude with Three Entire New Scenes representing the Town and Harbour of Toulon with a View of the Manoeuvring of the British Spanish and French Fleets after the Surrender of the Town and Fortifications to the English on the Twenty ninth of August 1793,1
